dataset,split_seed,historical_people,historical_keys,identity_axis_sd,key_axis_sd,test_people,key_draws,assumed_mean_tar_change,variance_multiplier,tail_alpha,margin,proxy_standard_error,normal_one_sided_half_width,normal_approximation_tar_power
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,40,96,0.0,1.0,0.016666666666666666,0.03,0.009461663945576822,0.02013484886684465,0.8514434962644648
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,40,96,0.0,2.0,0.016666666666666666,0.03,0.013380813474451272,0.028474976343824246,0.5453695781689665
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,40,96,-0.01,1.0,0.016666666666666666,0.03,0.009461663945576822,0.02013484886684465,0.49431441514095675
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,40,96,-0.01,2.0,0.016666666666666666,0.03,0.013380813474451272,0.028474976343824246,0.2632467448826238
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,40,96,-0.02,1.0,0.016666666666666666,0.03,0.009461663945576822,0.02013484886684465,0.14205129087681062
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,40,96,-0.02,2.0,0.016666666666666666,0.03,0.013380813474451272,0.028474976343824246,0.0836846086143544
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,12,0.0,1.0,0.016666666666666666,0.03,0.010456720831572015,0.02225237493082967,0.7706299384069786
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,12,0.0,2.0,0.016666666666666666,0.03,0.014788036417958412,0.03146961042219038,0.4604189422843314
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,12,-0.01,1.0,0.016666666666666666,0.03,0.010456720831572015,0.02225237493082967,0.4147278370028816
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,12,-0.01,2.0,0.016666666666666666,0.03,0.014788036417958412,0.03146961042219038,0.2189924129475671
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,12,-0.02,1.0,0.016666666666666666,0.03,0.010456720831572015,0.02225237493082967,0.12065424603674968
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,12,-0.02,2.0,0.016666666666666666,0.03,0.014788036417958412,0.03146961042219038,0.07327542263906267
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,24,0.0,1.0,0.016666666666666666,0.03,0.008404821402720685,0.017885840130235704,0.9252549111659457
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,24,0.0,2.0,0.016666666666666666,0.03,0.011886212417051255,0.0252943976866163,0.6539059697926484
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,24,-0.01,1.0,0.016666666666666666,0.03,0.008404821402720685,0.017885840130235704,0.5993021899281508
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,24,-0.01,2.0,0.016666666666666666,0.03,0.011886212417051255,0.0252943976866163,0.3280068860597555
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,24,-0.02,1.0,0.016666666666666666,0.03,0.008404821402720685,0.017885840130235704,0.17405747146852008
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,24,-0.02,2.0,0.016666666666666666,0.03,0.011886212417051255,0.0252943976866163,0.099093449819393
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,48,0.0,1.0,0.016666666666666666,0.03,0.007161705728576922,0.015240433744333417,0.9803437554460204
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,48,0.0,2.0,0.016666666666666666,0.03,0.01012818137107857,0.02155322809768489,0.7978558537287685
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,48,-0.01,1.0,0.016666666666666666,0.03,0.007161705728576922,0.015240433744333417,0.7468421981115321
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,48,-0.01,2.0,0.016666666666666666,0.03,0.01012818137107857,0.02155322809768489,0.4390583535061626
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,48,-0.02,1.0,0.016666666666666666,0.03,0.007161705728576922,0.015240433744333417,0.2321667415272991
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,48,-0.02,2.0,0.016666666666666666,0.03,0.01012818137107857,0.02155322809768489,0.1269971547400347
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,96,0.0,1.0,0.016666666666666666,0.03,0.006450932646391637,0.013727876474202049,0.9941728931999082
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,96,0.0,2.0,0.016666666666666666,0.03,0.009122996438482415,0.019414149092399087,0.877046430761834
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,96,-0.01,1.0,0.016666666666666666,0.03,0.006450932646391637,0.013727876474202049,0.8345447783174694
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,96,-0.01,2.0,0.016666666666666666,0.03,0.009122996438482415,0.019414149092399087,0.5256012551484502
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,96,-0.02,1.0,0.016666666666666666,0.03,0.006450932646391637,0.013727876474202049,0.2816719668076737
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,100,96,-0.02,2.0,0.016666666666666666,0.03,0.009122996438482415,0.019414149092399087,0.15105616889934037
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,12,0.0,1.0,0.016666666666666666,0.03,0.009662996068120717,0.020563292730712533,0.8356119136343618
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,12,0.0,2.0,0.016666666666666666,0.03,0.013665540092694212,0.029080887466821744,0.5268117167933936
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,12,-0.01,1.0,0.016666666666666666,0.03,0.009662996068120717,0.020563292730712533,0.476757304216231
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,12,-0.01,2.0,0.016666666666666666,0.03,0.013665540092694212,0.029080887466821744,0.2531819889700814
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,12,-0.02,1.0,0.016666666666666666,0.03,0.009662996068120717,0.020563292730712533,0.13715968944455775
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,12,-0.02,2.0,0.016666666666666666,0.03,0.013665540092694212,0.029080887466821744,0.08131545887218755
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,24,0.0,1.0,0.016666666666666666,0.03,0.007394018208979206,0.01573480521109519,0.9731524758053289
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,24,0.0,2.0,0.016666666666666666,0.03,0.010456720831572015,0.02225237493082967,0.7706299384069786
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,24,-0.01,1.0,0.016666666666666666,0.03,0.007394018208979206,0.01573480521109519,0.7179775669703159
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,24,-0.01,2.0,0.016666666666666666,0.03,0.010456720831572015,0.02225237493082967,0.4147278370028816
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,24,-0.02,1.0,0.016666666666666666,0.03,0.007394018208979206,0.01573480521109519,0.2189924129475671
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,24,-0.02,2.0,0.016666666666666666,0.03,0.010456720831572015,0.02225237493082967,0.12065424603674968
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,48,0.0,1.0,0.016666666666666666,0.03,0.005943106208525627,0.01264719884330815,0.9982488326725687
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,48,0.0,2.0,0.016666666666666666,0.03,0.008404821402720685,0.017885840130235704,0.9252549111659457
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,48,-0.01,1.0,0.016666666666666666,0.03,0.005943106208525627,0.01264719884330815,0.8919932718275797
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,48,-0.01,2.0,0.016666666666666666,0.03,0.008404821402720685,0.017885840130235704,0.5993021899281508
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,48,-0.02,1.0,0.016666666666666666,0.03,0.005943106208525627,0.01264719884330815,0.3280068860597555
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,48,-0.02,2.0,0.016666666666666666,0.03,0.008404821402720685,0.017885840130235704,0.17405747146852008
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,96,0.0,1.0,0.016666666666666666,0.03,0.005064090685539285,0.010776614048842444,0.9999264809701714
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,96,0.0,2.0,0.016666666666666666,0.03,0.007161705728576922,0.015240433744333417,0.9803437554460204
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,96,-0.01,1.0,0.016666666666666666,0.03,0.005064090685539285,0.010776614048842444,0.9657217305497776
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,96,-0.01,2.0,0.016666666666666666,0.03,0.007161705728576922,0.015240433744333417,0.7468421981115321
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,96,-0.02,1.0,0.016666666666666666,0.03,0.005064090685539285,0.010776614048842444,0.4390583535061626
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,200,96,-0.02,2.0,0.016666666666666666,0.03,0.007161705728576922,0.015240433744333417,0.2321667415272991
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,12,0.0,1.0,0.016666666666666666,0.03,0.009240602482742055,0.01966442007439716,0.8683224625749109
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,12,0.0,2.0,0.016666666666666666,0.03,0.013068185355592309,0.027809689565414214,0.5665534998892794
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,12,-0.01,1.0,0.016666666666666666,0.03,0.009240602482742055,0.01966442007439716,0.5144847264922238
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,12,-0.01,2.0,0.016666666666666666,0.03,0.013068185355592309,0.027809689565414214,0.2750498061537958
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,12,-0.02,1.0,0.016666666666666666,0.03,0.009240602482742055,0.01966442007439716,0.14781174884431547
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,12,-0.02,2.0,0.016666666666666666,0.03,0.013068185355592309,0.027809689565414214,0.08646835433202754
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,24,0.0,1.0,0.016666666666666666,0.03,0.006832770046347106,0.014540443733410872,0.9881686052551105
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,24,0.0,2.0,0.016666666666666666,0.03,0.009662996068120717,0.020563292730712533,0.8356119136343618
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,24,-0.01,1.0,0.016666666666666666,0.03,0.006832770046347106,0.014540443733410872,0.7878621345249439
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,24,-0.01,2.0,0.016666666666666666,0.03,0.009662996068120717,0.020563292730712533,0.476757304216231
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,24,-0.02,1.0,0.016666666666666666,0.03,0.006832770046347106,0.014540443733410872,0.2531819889700814
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,24,-0.02,2.0,0.016666666666666666,0.03,0.009662996068120717,0.020563292730712533,0.13715968944455775
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,48,0.0,1.0,0.016666666666666666,0.03,0.005228360415786008,0.011126187465414834,0.9998468372986972
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,48,0.0,2.0,0.016666666666666666,0.03,0.007394018208979206,0.01573480521109519,0.9731524758053289
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,48,-0.01,1.0,0.016666666666666666,0.03,0.005228360415786008,0.011126187465414834,0.9551748962343465
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,48,-0.01,2.0,0.016666666666666666,0.03,0.007394018208979206,0.01573480521109519,0.7179775669703159
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,48,-0.02,1.0,0.016666666666666666,0.03,0.005228360415786008,0.011126187465414834,0.4147278370028816
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,48,-0.02,2.0,0.016666666666666666,0.03,0.007394018208979206,0.01573480521109519,0.2189924129475671
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,96,0.0,1.0,0.016666666666666666,0.03,0.004202410701360342,0.008942920065117852,0.9999997288583188
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,96,0.0,2.0,0.016666666666666666,0.03,0.005943106208525627,0.01264719884330815,0.9982488326725687
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,96,-0.01,1.0,0.016666666666666666,0.03,0.004202410701360342,0.008942920065117852,0.9957448995697251
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,96,-0.01,2.0,0.016666666666666666,0.03,0.005943106208525627,0.01264719884330815,0.8919932718275797
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,96,-0.02,1.0,0.016666666666666666,0.03,0.004202410701360342,0.008942920065117852,0.5993021899281508
MOBIO,93083,30,12,0.05651463091433165,0.030477002899025517,400,96,-0.02,2.0,0.016666666666666666,0.03,0.005943106208525627,0.01264719884330815,0.3280068860597555
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,12,0.0,1.0,0.016666666666666666,0.03,0.007104119809141938,0.01511788830292364,0.981908125477677
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,12,0.0,2.0,0.016666666666666666,0.03,0.010046742582811893,0.021379922672436186,0.8045530040871142
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,12,-0.01,1.0,0.016666666666666666,0.03,0.007104119809141938,0.01511788830292364,0.7540287681233773
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,12,-0.01,2.0,0.016666666666666666,0.03,0.010046742582811893,0.021379922672436186,0.44537697386846176
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,12,-0.02,1.0,0.016666666666666666,0.03,0.007104119809141938,0.01511788830292364,0.2356358922864109
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,12,-0.02,2.0,0.016666666666666666,0.03,0.010046742582811893,0.021379922672436186,0.1286706023980334
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,24,0.0,1.0,0.016666666666666666,0.03,0.006146184836316303,0.013079359349342925,0.9970476895488429
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,24,0.0,2.0,0.016666666666666666,0.03,0.008692017952370377,0.018497007378992104,0.9071483464274843
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,24,-0.01,1.0,0.016666666666666666,0.03,0.006146184836316303,0.013079359349342925,0.8699184980376558
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,24,-0.01,2.0,0.016666666666666666,0.03,0.008692017952370377,0.018497007378992104,0.568641437344437
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,24,-0.02,1.0,0.016666666666666666,0.03,0.006146184836316303,0.013079359349342925,0.3081786483706227
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,24,-0.02,2.0,0.016666666666666666,0.03,0.008692017952370377,0.018497007378992104,0.16414490407416987
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,48,0.0,1.0,0.016666666666666666,0.03,0.005606168293221784,0.011930179718429582,0.9993661723129953
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,48,0.0,2.0,0.016666666666666666,0.03,0.007928319233220273,0.016871821959351548,0.9511248027189437
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,48,-0.01,1.0,0.016666666666666666,0.03,0.005606168293221784,0.011930179718429582,0.924989005361342
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,48,-0.01,2.0,0.016666666666666666,0.03,0.007928319233220273,0.016871821959351548,0.6534152684709476
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,48,-0.02,1.0,0.016666666666666666,0.03,0.005606168293221784,0.011930179718429582,0.36531195340308376
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,48,-0.02,2.0,0.016666666666666666,0.03,0.007928319233220273,0.016871821959351548,0.19304118600221154
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,96,0.0,1.0,0.016666666666666666,0.03,0.005315626997523965,0.011311894698785909,0.9997806949426922
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,96,0.0,2.0,0.016666666666666666,0.03,0.007517431792414965,0.01599743489915935,0.9687463048336253
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,96,-0.01,1.0,0.016666666666666666,0.03,0.005315626997523965,0.011311894698785909,0.948917382295797
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,96,-0.01,2.0,0.016666666666666666,0.03,0.007517431792414965,0.01599743489915935,0.7027886063952875
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,96,-0.02,1.0,0.016666666666666666,0.03,0.005315626997523965,0.011311894698785909,0.4025316540622531
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,40,96,-0.02,2.0,0.016666666666666666,0.03,0.007517431792414965,0.01599743489915935,0.2124922068880291
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,12,0.0,1.0,0.016666666666666666,0.03,0.005951379971874698,0.012664805785971914,0.9982089943965605
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,12,0.0,2.0,0.016666666666666666,0.03,0.008416522271060807,0.017910740107342726,0.9245517919970534
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,12,-0.01,1.0,0.016666666666666666,0.03,0.005951379971874698,0.012664805785971914,0.891122530112987
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,12,-0.01,2.0,0.016666666666666666,0.03,0.008416522271060807,0.017910740107342726,0.5980229932006046
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,12,-0.02,1.0,0.016666666666666666,0.03,0.005951379971874698,0.012664805785971914,0.3271622436159123
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,12,-0.02,2.0,0.016666666666666666,0.03,0.008416522271060807,0.017910740107342726,0.1736328797815343
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,24,0.0,1.0,0.016666666666666666,0.03,0.00476717876203031,0.010144772045046473,0.9999844313470425
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,24,0.0,2.0,0.016666666666666666,0.03,0.006741808859520246,0.014346874213288162,0.989878122303222
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,24,-0.01,1.0,0.016666666666666666,0.03,0.00476717876203031,0.010144772045046473,0.9806474410290105
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,24,-0.01,2.0,0.016666666666666666,0.03,0.006741808859520246,0.014346874213288162,0.7991299831189393
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,24,-0.02,1.0,0.016666666666666666,0.03,0.00476717876203031,0.010144772045046473,0.4878865852504547
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,24,-0.02,2.0,0.016666666666666666,0.03,0.006741808859520246,0.014346874213288162,0.25954013625867023
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,48,0.0,1.0,0.016666666666666666,0.03,0.00404716298645281,0.008612545905290769,0.9999999369945456
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,48,0.0,2.0,0.016666666666666666,0.03,0.005723552784575963,0.012179979225823073,0.9990754446867309
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,48,-0.01,1.0,0.016666666666666666,0.03,0.00404716298645281,0.008612545905290769,0.9975511633987955
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,48,-0.01,2.0,0.016666666666666666,0.03,0.005723552784575963,0.012179979225823073,0.9140756874775062
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,48,-0.02,1.0,0.016666666666666666,0.03,0.00404716298645281,0.008612545905290769,0.6341335884598787
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,48,-0.02,2.0,0.016666666666666666,0.03,0.005723552784575963,0.012179979225823073,0.3516466368057396
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,96,0.0,1.0,0.016666666666666666,0.03,0.0036340467366001257,0.007733415838627391,0.9999999995528459
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,96,0.0,2.0,0.016666666666666666,0.03,0.005139318181197584,0.01093670156245776,0.9998960855097627
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,96,-0.01,1.0,0.016666666666666666,0.03,0.0036340467366001257,0.007733415838627391,0.9996315397370854
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,96,-0.01,2.0,0.016666666666666666,0.03,0.005139318181197584,0.01093670156245776,0.9610937182159205
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,96,-0.02,1.0,0.016666666666666666,0.03,0.0036340467366001257,0.007733415838627391,0.733590328464878
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,100,96,-0.02,2.0,0.016666666666666666,0.03,0.005139318181197584,0.01093670156245776,0.4276886241098872
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,12,0.0,1.0,0.016666666666666666,0.03,0.005513836414448117,0.011733693303841936,0.999538185761307
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,12,0.0,2.0,0.016666666666666666,0.03,0.007797742238019165,0.016593948207019635,0.9572130426712491
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,12,-0.01,1.0,0.016666666666666666,0.03,0.005513836414448117,0.011733693303841936,0.9330882556885343
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,12,-0.01,2.0,0.016666666666666666,0.03,0.007797742238019165,0.016593948207019635,0.668871706711269
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,12,-0.02,1.0,0.016666666666666666,0.03,0.005513836414448117,0.011733693303841936,0.37659877126745794
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,12,-0.02,2.0,0.016666666666666666,0.03,0.007797742238019165,0.016593948207019635,0.1988816160523731
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,24,0.0,1.0,0.016666666666666666,0.03,0.004208261135530403,0.008955370053671363,0.9999997145205292
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,24,0.0,2.0,0.016666666666666666,0.03,0.005951379971874698,0.012664805785971914,0.9982089943965605
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,24,-0.01,1.0,0.016666666666666666,0.03,0.004208261135530403,0.008955370053671363,0.9956613324964545
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,24,-0.01,2.0,0.016666666666666666,0.03,0.005951379971874698,0.012664805785971914,0.891122530112987
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,24,-0.02,1.0,0.016666666666666666,0.03,0.004208261135530403,0.008955370053671363,0.5980229932006046
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,24,-0.02,2.0,0.016666666666666666,0.03,0.005951379971874698,0.012664805785971914,0.3271622436159123
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,48,0.0,1.0,0.016666666666666666,0.03,0.003370904429760123,0.007173437106644081,0.9999999999936335
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,48,0.0,2.0,0.016666666666666666,0.03,0.00476717876203031,0.010144772045046473,0.9999844313470425
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,48,-0.01,1.0,0.016666666666666666,0.03,0.003370904429760123,0.007173437106644081,0.9999291209755488
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,48,-0.01,2.0,0.016666666666666666,0.03,0.00476717876203031,0.010144772045046473,0.9806474410290105
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,48,-0.02,1.0,0.016666666666666666,0.03,0.003370904429760123,0.007173437106644081,0.7991299831189393
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,48,-0.02,2.0,0.016666666666666666,0.03,0.00476717876203031,0.010144772045046473,0.4878865852504547
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,96,0.0,1.0,0.016666666666666666,0.03,0.0028617763922879815,0.006089989612911536,1.0
MOBIO,93089,30,12,0.03167501085820558,0.01745366223150552,200,96,0.0,2.0,0.016666666666666666,0.03,0.00404716298645281,0.008612545905290769,0.9999999369945456
