stage,dataset,split_seed,scheme,condition,exposures,model,seed,estimate,lower,upper,confidence,resamples,identity_clusters,margin,interval_within_margin,analysis
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,10,deepsets,91223,-2.7755575615628915e-18,-0.025,0.049999999999999996,0.9,2000,40,0.05,True,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.0125,-0.029166666666666667,0.06666666666666667,0.9,2000,30,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.0125,-0.029166666666666667,0.06666666666666667,0.9,2000,30,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.0125,-0.029166666666666667,0.06666666666666667,0.9,2000,30,0.05,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.004166666666666668,-0.03333333333333333,0.04999999999999998,0.9,2000,30,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.004166666666666668,-0.03333333333333333,0.04999999999999998,0.9,2000,30,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.004166666666666668,-0.03333333333333333,0.04999999999999998,0.9,2000,30,0.05,True,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.008333333333333335,-0.03333333333333333,0.05833333333333332,0.9,2000,30,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.008333333333333335,-0.03333333333333333,0.05833333333333332,0.9,2000,30,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,1,single_mlp,91223,0.008333333333333335,-0.03333333333333333,0.05833333333333332,0.9,2000,30,0.05,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,10,mean_mlp,91223,-0.0041666666666666675,-0.03333333333333333,0.041666666666666664,0.9,2000,30,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,10,mean_mlp,91223,-0.0041666666666666675,-0.03333333333333333,0.041666666666666664,0.9,2000,30,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,10,mean_mlp,91223,-0.0041666666666666675,-0.03333333333333333,0.041666666666666664,0.9,2000,30,0.05,True,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,10,mean_mlp,91223,0.008333333333333335,-0.03333333333333333,0.06666666666666668,0.9,2000,30,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,10,mean_mlp,91223,0.008333333333333335,-0.03333333333333333,0.06666666666666668,0.9,2000,30,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,10,mean_mlp,91223,0.008333333333333335,-0.03333333333333333,0.06666666666666668,0.9,2000,30,0.05,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,10,mean_mlp,91223,-0.012499999999999999,-0.029166666666666667,0.008333333333333337,0.9,2000,30,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,MOBIO,91831,PolyProtect,independent_unseen_keys,10,mean_mlp,91223,-0.012499999999999999,-0.029166666666666667,0.008333333333333337,0.9,2000,30,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
