dataset,split_seed,baseline_tar,candidate_tar,tar_difference,tar_lower,tar_upper,candidate_fmr,fmr_upper,margin,fmr_limit,tail_alpha,utility_pass,identity_clusters,key_seeds
MOBIO,93083,0.9351010101010101,0.927020202020202,-0.00808080808080808,-0.04873737373737373,0.030557133838384397,0.007018460466736329,0.009334726576105885,0.03,0.02,0.00625,False,30,12
MOBIO,93089,0.9497474747474747,0.9424242424242424,-0.007323232323232324,-0.03156565656565657,0.017171717171717168,0.005781957506095438,0.007035876001393242,0.03,0.02,0.00625,False,30,12
SCface,93083,0.2922771672771673,0.294520757020757,0.0022435897435897413,-0.053602096688034194,0.053052550747863254,0.005973748473748474,0.007757978479853495,0.03,0.02,0.00625,False,26,12
SCface,93089,0.3018925518925518,0.31822344322344326,0.01633089133089133,-0.03571523962148962,0.07692307692307693,0.007570207570207569,0.010018429487179528,0.03,0.02,0.00625,False,26,12
