stage,dataset,scheme,split_seed,chance,condition,exposures,model,model_seeds,identity_clusters,top1_mean,seed_sd,lower95,upper95
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_1,5,deepsets,3,30,0.8847222222222222,0.01339395939026801,0.795798611111111,0.9597222222222223
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_1,10,mean_mlp,3,30,0.9277777777777778,0.041943524640393075,0.8444444444444444,1.0
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_1,10,deepsets,3,30,0.8152777777777778,0.022948210613692073,0.7041666666666667,0.9167013888888886
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_4,1,single_mlp,3,30,0.04583333333333333,0.007216878364870324,0.008333333333333333,0.09583333333333334
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_4,2,mean_mlp,3,30,0.125,0.11909671606630377,0.02357638888888889,0.2625
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_4,2,deepsets,3,30,0.04861111111111111,0.004811252243246885,0.005555555555555556,0.1167013888888887
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_4,5,mean_mlp,3,30,0.4861111111111111,0.041736053336990875,0.36666666666666664,0.6042013888888886
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_4,5,deepsets,3,30,0.375,0.042287048187884244,0.2569444444444444,0.49031249999999976
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_4,10,mean_mlp,3,30,0.5805555555555556,0.07340116812068781,0.42083333333333334,0.725
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_4,10,deepsets,3,30,0.4708333333333333,0.04732423621500229,0.3333333333333333,0.6013888888888889
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_8,1,single_mlp,3,30,0.3416666666666667,0.02602082499332665,0.25416666666666665,0.44170138888888866
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_8,2,mean_mlp,3,30,0.5138888888888888,0.0318234423260822,0.40694444444444444,0.6222222222222222
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_8,2,deepsets,3,30,0.3486111111111111,0.0024056261216234324,0.25829861111111113,0.44309027777777754
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_8,5,mean_mlp,3,30,0.6986111111111111,0.03640372895022543,0.5902430555555556,0.8027777777777778
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_8,5,deepsets,3,30,0.5791666666666667,0.027322660517924965,0.4624652777777778,0.6903124999999998
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_8,10,mean_mlp,3,30,0.7541666666666667,0.06705615391429616,0.6180208333333334,0.8791666666666667
bounded_validation,MOBIO,PolyProtect,91843,0.03333333333333333,random_key_pool_8,10,deepsets,3,30,0.6430555555555556,0.035437085617147465,0.5013888888888889,0.7722222222222223
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,independent_unseen_keys,1,single_mlp,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,independent_unseen_keys,2,mean_mlp,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,independent_unseen_keys,2,deepsets,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,independent_unseen_keys,5,mean_mlp,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,independent_unseen_keys,5,deepsets,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,independent_unseen_keys,10,mean_mlp,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,independent_unseen_keys,10,deepsets,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_1,1,single_mlp,3,26,0.6201923076923077,0.022031613918056952,0.5127804487179487,0.717948717948718
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_1,2,mean_mlp,3,26,0.7564102564102564,0.02167908535011005,0.6425881410256411,0.8542067307692305
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_1,2,deepsets,3,26,0.6426282051282052,0.014687742612037957,0.5272435897435898,0.7451923076923077
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_1,5,mean_mlp,3,26,0.8605769230769231,1.3597399555105182e-16,0.7451923076923077,0.9471153846153846
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_1,5,deepsets,3,26,0.7211538461538461,0.017334381132038407,0.5897435897435898,0.8317307692307693
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_1,10,mean_mlp,3,26,0.8942307692307693,0.004807692307692346,0.782051282051282,0.9823717948717948
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_1,10,deepsets,3,26,0.6955128205128205,0.06256160671776646,0.5272435897435898,0.842948717948718
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_4,1,single_mlp,3,26,0.23717948717948717,0.033768121002733124,0.13942307692307693,0.34615384615384615
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_4,2,mean_mlp,3,26,0.3333333333333333,0.005551444896054106,0.21634615384615385,0.45032051282051283
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_4,2,deepsets,3,26,0.2980769230769231,0.012719958226272077,0.1891025641025641,0.4183092948717947
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_4,5,mean_mlp,3,26,0.3541666666666667,0.019430057136189317,0.21314102564102563,0.4984374999999998
