stage,dataset,scheme,split_seed,condition,test_identities,chance,key_seed,set_seed,config_sha256,git_commit,exposures,model,seed,top1,top5,auroc,eer,tar_at_far_1e-2,tar_at_far_1e-3,lower95,upper95,best_epoch,elapsed_seconds,oracle_top1
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,2,mean_mlp,613,0.0375,0.15833333333333333,0.4979430076628353,0.5043103448275862,0.008333333333333333,0.0,0.004166666666666667,0.08333333333333333,4,0.2692372798919678,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,2,deepsets,601,0.03333333333333333,0.175,0.501480483716475,0.49971264367816093,0.0125,0.0,0.0,0.1,7,0.3528120517730713,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,2,deepsets,607,0.03333333333333333,0.16666666666666666,0.4995833333333334,0.5032327586206897,0.0,0.0,0.0,0.1,8,0.366502046585083,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,2,deepsets,613,0.03333333333333333,0.1625,0.499840158045977,0.5084770114942528,0.020833333333333332,0.004166666666666667,0.0,0.1,7,0.36185503005981445,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,5,mean_mlp,601,0.03333333333333333,0.17083333333333334,0.5038733237547893,0.48354885057471264,0.004166666666666667,0.0,0.0,0.1,6,0.2954270839691162,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,5,mean_mlp,607,0.020833333333333332,0.1625,0.4972910680076628,0.5043103448275862,0.008333333333333333,0.0,0.0,0.0625,5,0.28311848640441895,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,5,mean_mlp,613,0.041666666666666664,0.14583333333333334,0.5002334770114942,0.4987787356321839,0.008333333333333333,0.0,0.0,0.09166666666666666,5,0.29822468757629395,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,5,deepsets,601,0.03333333333333333,0.16666666666666666,0.5009165469348659,0.5047413793103448,0.025,0.004166666666666667,0.0,0.1,9,0.39376044273376465,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,5,deepsets,607,0.03333333333333333,0.19166666666666668,0.5031716954022989,0.49152298850574716,0.008333333333333333,0.0,0.0,0.1,11,0.40761327743530273,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,5,deepsets,613,0.03333333333333333,0.16666666666666666,0.5003364463601533,0.495617816091954,0.008333333333333333,0.0,0.0,0.1,9,0.38996410369873047,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,10,mean_mlp,601,0.025,0.16666666666666666,0.4976077586206896,0.48757183908045976,0.0,0.0,0.0,0.075,6,1.5705900192260742,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,10,mean_mlp,607,0.029166666666666667,0.16666666666666666,0.4990475335249042,0.5080459770114942,0.0,0.0,0.0,0.08333333333333333,5,0.3296360969543457,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,10,mean_mlp,613,0.03333333333333333,0.2,0.5032902298850574,0.5002155172413794,0.004166666666666667,0.0,0.0,0.1,5,0.3180046081542969,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,10,deepsets,601,0.03333333333333333,0.16666666666666666,0.49794959291187746,0.49310344827586206,0.03333333333333333,0.0,0.0,0.1,9,0.6588180065155029,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,10,deepsets,607,0.03333333333333333,0.16666666666666666,0.5009716235632183,0.5100574712643677,0.0,0.0,0.0,0.1,11,0.6804907321929932,1.0
bounded_validation,MOBIO,IoM-GRP,91843,independent_unseen_keys,30,0.03333333333333333,92101,92107,8346b122981394df3152a67e92ba2e28b9242537eca4170f5822e310015e43ce,02d0811437074f99181cd743a47339c7185bc5fa,10,deepsets,613,0.03333333333333333,0.16666666666666666,0.5032028256704981,0.5106321839080459,0.029166666666666667,0.0,0.0,0.1,9,0.6561810970306396,1.0
bounded_validation,SCface,IoM-GRP,91843,independent_unseen_keys,26,0.038461538461538464,92101,92107,bc92a20c31e18054fcddc44dac05e997f38c578caa3ea29e485c61e8de89f898,02d0811437074f99181cd743a47339c7185bc5fa,1,single_mlp,601,0.04326923076923077,0.18269230769230768,0.5022004437869823,0.4854807692307692,0.004807692307692308,0.0,0.0,0.11057692307692307,7,0.5019609928131104,0.9134615384615384
bounded_validation,SCface,IoM-GRP,91843,independent_unseen_keys,26,0.038461538461538464,92101,92107,bc92a20c31e18054fcddc44dac05e997f38c578caa3ea29e485c61e8de89f898,02d0811437074f99181cd743a47339c7185bc5fa,1,single_mlp,607,0.038461538461538464,0.1971153846153846,0.5033006656804734,0.49990384615384614,0.009615384615384616,0.0,0.0,0.11538461538461539,7,0.32367682456970215,0.9134615384615384
bounded_validation,SCface,IoM-GRP,91843,independent_unseen_keys,26,0.038461538461538464,92101,92107,bc92a20c31e18054fcddc44dac05e997f38c578caa3ea29e485c61e8de89f898,02d0811437074f99181cd743a47339c7185bc5fa,1,single_mlp,613,0.04326923076923077,0.15865384615384615,0.4890772928994083,0.5146153846153846,0.014423076923076924,0.0,0.0,0.11057692307692307,7,0.3147408962249756,0.9134615384615384
