stage,dataset,split_seed,scheme,condition,exposures,model,seed,contrast,estimate,lower,upper,confidence,resamples,identity_clusters,bootstrap_seed
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,2,deepsets,601,reuse_minus_fresh,0.6201923076923077,0.4855769230769231,0.7403846153846154,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,2,deepsets,607,reuse_minus_fresh,0.5913461538461539,0.47596153846153844,0.6971153846153846,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,2,deepsets,613,reuse_minus_fresh,0.6009615384615384,0.46634615384615385,0.7307692307692307,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,5,mean_mlp,601,reuse_minus_fresh,0.8221153846153846,0.6923076923076923,0.9278846153846154,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,5,mean_mlp,607,reuse_minus_fresh,0.8221153846153846,0.6875,0.9278846153846154,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,5,mean_mlp,613,reuse_minus_fresh,0.8221153846153846,0.6875,0.9326923076923077,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,5,deepsets,601,reuse_minus_fresh,0.7019230769230769,0.5625,0.8221153846153846,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,5,deepsets,607,reuse_minus_fresh,0.6682692307692307,0.5240384615384616,0.7980769230769231,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,5,deepsets,613,reuse_minus_fresh,0.6778846153846154,0.5288461538461539,0.8125,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,mean_mlp,601,ten_minus_one,0.28365384615384615,0.20192307692307693,0.36538461538461536,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,mean_mlp,601,reuse_minus_fresh,0.8605769230769231,0.7211538461538461,0.9663461538461539,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,mean_mlp,607,ten_minus_one,0.28846153846153844,0.20673076923076922,0.3701923076923077,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,mean_mlp,607,reuse_minus_fresh,0.8509615384615384,0.7115384615384616,0.9568509615384609,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,mean_mlp,613,ten_minus_one,0.25,0.1778846153846154,0.31742788461538396,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,mean_mlp,613,reuse_minus_fresh,0.8557692307692307,0.721033653846154,0.9615384615384616,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,deepsets,601,ten_minus_one,0.14423076923076922,0.028846153846153848,0.2548076923076923,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,deepsets,601,reuse_minus_fresh,0.7211538461538461,0.5625,0.8606971153846148,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,deepsets,607,ten_minus_one,0.03365384615384615,-0.09627403846153826,0.16826923076923078,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,deepsets,607,reuse_minus_fresh,0.5961538461538461,0.42776442307692325,0.7548076923076923,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,deepsets,613,ten_minus_one,0.04807692307692308,-0.07692307692307693,0.17307692307692307,0.95,2000,26,91223
bounded_validation,SCface,91831,IoM-GRP,random_key_pool_1,10,deepsets,613,reuse_minus_fresh,0.6538461538461539,0.4855769230769231,0.8125,0.95,2000,26,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,1,single_mlp,601,reuse_minus_fresh,0.9458333333333333,0.8958333333333334,0.9833333333333333,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,1,single_mlp,607,reuse_minus_fresh,0.9375,0.8875,0.9791666666666666,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,1,single_mlp,613,reuse_minus_fresh,0.95,0.9,0.9916666666666667,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,2,mean_mlp,601,reuse_minus_fresh,0.9541666666666667,0.8916666666666667,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,2,mean_mlp,607,reuse_minus_fresh,0.95,0.8958333333333334,0.9875,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,2,mean_mlp,613,reuse_minus_fresh,0.9583333333333334,0.9125,0.9916666666666667,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,2,deepsets,601,reuse_minus_fresh,0.9041666666666667,0.8,0.9833333333333333,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,2,deepsets,607,reuse_minus_fresh,0.8625,0.7457291666666669,0.9541666666666667,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,2,deepsets,613,reuse_minus_fresh,0.9333333333333333,0.8416666666666667,0.9958333333333333,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,5,mean_mlp,601,reuse_minus_fresh,0.9666666666666667,0.9,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,5,mean_mlp,607,reuse_minus_fresh,0.9791666666666666,0.9375,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,5,mean_mlp,613,reuse_minus_fresh,0.9583333333333334,0.9,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,5,deepsets,601,reuse_minus_fresh,0.8958333333333334,0.7875,0.975,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,5,deepsets,607,reuse_minus_fresh,0.8166666666666667,0.675,0.9333333333333333,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,5,deepsets,613,reuse_minus_fresh,0.8708333333333333,0.75,0.9666666666666667,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,601,ten_minus_one,0.0125,0.0,0.0375,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,601,reuse_minus_fresh,0.975,0.925,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,607,ten_minus_one,0.020833333333333332,0.0,0.058333333333333334,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,607,reuse_minus_fresh,0.9708333333333333,0.9165625000000002,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,613,ten_minus_one,0.020833333333333332,0.0,0.058333333333333334,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,613,reuse_minus_fresh,0.9666666666666667,0.9,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,deepsets,601,ten_minus_one,-0.020833333333333332,-0.1,0.0375,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,deepsets,601,reuse_minus_fresh,0.9333333333333333,0.8333333333333334,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,deepsets,607,ten_minus_one,-0.1125,-0.25,0.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,deepsets,607,reuse_minus_fresh,0.8333333333333334,0.7,0.9666666666666667,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,deepsets,613,ten_minus_one,-0.058333333333333334,-0.14166666666666666,0.0,0.95,2000,30,91223
bounded_validation,MOBIO,91843,IoM-GRP,random_key_pool_1,10,deepsets,613,reuse_minus_fresh,0.8875,0.7625,0.9833333333333333,0.95,2000,30,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,1,single_mlp,601,reuse_minus_fresh,0.6538461538461539,0.5384615384615384,0.7596153846153846,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,1,single_mlp,607,reuse_minus_fresh,0.6538461538461539,0.5336538461538461,0.7548076923076923,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,1,single_mlp,613,reuse_minus_fresh,0.6586538461538461,0.5480769230769231,0.7596153846153846,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,2,mean_mlp,601,reuse_minus_fresh,0.8028846153846154,0.6826923076923077,0.8894230769230769,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,2,mean_mlp,607,reuse_minus_fresh,0.8028846153846154,0.6875,0.8942307692307693,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,2,mean_mlp,613,reuse_minus_fresh,0.7932692307692307,0.6873798076923079,0.8798076923076923,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,2,deepsets,601,reuse_minus_fresh,0.7355769230769231,0.6009615384615384,0.8509615384615384,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,2,deepsets,607,reuse_minus_fresh,0.6634615384615384,0.5480769230769231,0.7692307692307693,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,2,deepsets,613,reuse_minus_fresh,0.6730769230769231,0.5384615384615384,0.7884615384615384,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,5,mean_mlp,601,reuse_minus_fresh,0.8701923076923077,0.7548076923076923,0.9615384615384616,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,5,mean_mlp,607,reuse_minus_fresh,0.8701923076923077,0.7451923076923077,0.9615384615384616,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,5,mean_mlp,613,reuse_minus_fresh,0.8846153846153846,0.7740384615384616,0.9663461538461539,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,5,deepsets,601,reuse_minus_fresh,0.8461538461538461,0.7211538461538461,0.9471153846153846,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,5,deepsets,607,reuse_minus_fresh,0.7644230769230769,0.6298076923076923,0.8846153846153846,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,5,deepsets,613,reuse_minus_fresh,0.7163461538461539,0.5769230769230769,0.8365384615384616,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,601,ten_minus_one,0.2403846153846154,0.16346153846153846,0.32211538461538464,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,601,reuse_minus_fresh,0.9038461538461539,0.7932692307692307,0.9903846153846154,0.95,2000,26,91223
