stage,dataset,split_seed,scheme,condition,exposures,model,seed,contrast,estimate,lower,upper,confidence,resamples,identity_clusters,bootstrap_seed
bounded_validation,FEI,92543,PolyProtect,random_key_pool_4,10,mean_mlp,719,ten_minus_one,0.3875,0.2686718750000001,0.509375,0.95,2000,40,91223
bounded_validation,FEI,92543,PolyProtect,random_key_pool_4,10,mean_mlp,719,reuse_minus_fresh,0.840625,0.715625,0.95,0.95,2000,40,91223
bounded_validation,MOBIO,92531,IoM-GRP,independent_unseen_keys,10,mean_mlp,701,ten_minus_one,0.008333333333333333,-0.016666666666666666,0.04583333333333333,0.95,2000,30,91223
bounded_validation,MOBIO,92531,IoM-GRP,independent_unseen_keys,10,mean_mlp,709,ten_minus_one,0.0125,0.0,0.0375,0.95,2000,30,91223
bounded_validation,MOBIO,92531,IoM-GRP,independent_unseen_keys,10,mean_mlp,719,ten_minus_one,0.0,-0.07916666666666666,0.08333333333333333,0.95,2000,30,91223
bounded_validation,FEI,92531,IoM-GRP,independent_unseen_keys,10,mean_mlp,701,ten_minus_one,0.0,-0.01875,0.01875,0.95,2000,40,91223
bounded_validation,FEI,92531,IoM-GRP,independent_unseen_keys,10,mean_mlp,709,ten_minus_one,0.0125,0.0,0.034375,0.95,2000,40,91223
bounded_validation,FEI,92531,IoM-GRP,independent_unseen_keys,10,mean_mlp,719,ten_minus_one,0.003125,-0.028125,0.0375,0.95,2000,40,91223
bounded_validation,MOBIO,92543,IoM-GRP,independent_unseen_keys,10,mean_mlp,701,ten_minus_one,0.0125,-0.025,0.05416666666666667,0.95,2000,30,91223
bounded_validation,MOBIO,92543,IoM-GRP,independent_unseen_keys,10,mean_mlp,709,ten_minus_one,0.016666666666666666,-0.0125,0.0625,0.95,2000,30,91223
bounded_validation,MOBIO,92543,IoM-GRP,independent_unseen_keys,10,mean_mlp,719,ten_minus_one,0.020833333333333332,0.0,0.0625,0.95,2000,30,91223
bounded_validation,FEI,92543,IoM-GRP,independent_unseen_keys,10,mean_mlp,701,ten_minus_one,-0.015625,-0.078125,0.034375,0.95,2000,40,91223
bounded_validation,FEI,92543,IoM-GRP,independent_unseen_keys,10,mean_mlp,709,ten_minus_one,-0.0125,-0.034375,0.0,0.95,2000,40,91223
bounded_validation,FEI,92543,IoM-GRP,independent_unseen_keys,10,mean_mlp,719,ten_minus_one,-0.003125,-0.0375,0.0375,0.95,2000,40,91223
bounded_validation,MOBIO,92531,PolyProtect,independent_unseen_keys,10,mean_mlp,701,ten_minus_one,-0.025,-0.06666666666666667,0.0,0.95,2000,30,91223
bounded_validation,MOBIO,92531,PolyProtect,independent_unseen_keys,10,mean_mlp,709,ten_minus_one,0.0,-0.058333333333333334,0.06666666666666667,0.95,2000,30,91223
bounded_validation,MOBIO,92531,PolyProtect,independent_unseen_keys,10,mean_mlp,719,ten_minus_one,0.004166666666666667,-0.05416666666666667,0.07083333333333333,0.95,2000,30,91223
bounded_validation,FEI,92531,PolyProtect,independent_unseen_keys,10,mean_mlp,701,ten_minus_one,-0.003125,-0.01875,0.009375,0.95,2000,40,91223
bounded_validation,FEI,92531,PolyProtect,independent_unseen_keys,10,mean_mlp,709,ten_minus_one,-0.01875,-0.05625,0.0,0.95,2000,40,91223
bounded_validation,FEI,92531,PolyProtect,independent_unseen_keys,10,mean_mlp,719,ten_minus_one,0.0125,-0.009375,0.046875,0.95,2000,40,91223
bounded_validation,MOBIO,92543,PolyProtect,independent_unseen_keys,10,mean_mlp,701,ten_minus_one,0.041666666666666664,-0.008333333333333333,0.1,0.95,2000,30,91223
bounded_validation,MOBIO,92543,PolyProtect,independent_unseen_keys,10,mean_mlp,709,ten_minus_one,0.008333333333333333,0.0,0.025,0.95,2000,30,91223
bounded_validation,MOBIO,92543,PolyProtect,independent_unseen_keys,10,mean_mlp,719,ten_minus_one,0.03333333333333333,-0.025,0.1125,0.95,2000,30,91223
bounded_validation,FEI,92543,PolyProtect,independent_unseen_keys,10,mean_mlp,701,ten_minus_one,-0.025,-0.065625,0.003125,0.95,2000,40,91223
bounded_validation,FEI,92543,PolyProtect,independent_unseen_keys,10,mean_mlp,709,ten_minus_one,0.009375,-0.009375,0.040625,0.95,2000,40,91223
bounded_validation,FEI,92543,PolyProtect,independent_unseen_keys,10,mean_mlp,719,ten_minus_one,0.009375,0.0,0.025,0.95,2000,40,91223
