stage,dataset,scheme,split_seed,condition,test_identities,chance,key_seed,set_seed,config_sha256,git_commit,exposures,model,seed,top1,top5,auroc,eer,tar_at_far_1e-2,tar_at_far_1e-3,lower95,upper95,best_epoch,elapsed_seconds,oracle_top1
bounded_validation,MOBIO,IoM-GRP,92531,independent_unseen_keys,30,0.03333333333333333,92501,92507,52035220079d420d004dab8e2aef9dc84d7a0d060173e334dd4547fb9f86a744,ffab5aae7750a254249970c4154d134d4754b2ad,10,mean_mlp,719,0.03333333333333333,0.13333333333333333,0.4903579980842912,0.5137931034482759,0.004166666666666667,0.0,0.0,0.1,7,0.9763832092285156,1.0
bounded_validation,FEI,IoM-GRP,92531,independent_unseen_keys,40,0.025,92501,92507,f3a11e94f1185be85ff2c8f3fcbafe1a0a55cc5cef71e1fcdda2470279bc145e,ffab5aae7750a254249970c4154d134d4754b2ad,1,single_mlp,701,0.025,0.146875,0.49704226762820514,0.5132612179487179,0.015625,0.0,0.0,0.06875,5,0.8170955181121826,1.0
bounded_validation,FEI,IoM-GRP,92531,independent_unseen_keys,40,0.025,92501,92507,f3a11e94f1185be85ff2c8f3fcbafe1a0a55cc5cef71e1fcdda2470279bc145e,ffab5aae7750a254249970c4154d134d4754b2ad,1,single_mlp,709,0.015625,0.134375,0.5020294971955128,0.5094951923076922,0.0125,0.0,0.0,0.046875,5,0.8454623222351074,1.0
bounded_validation,FEI,IoM-GRP,92531,independent_unseen_keys,40,0.025,92501,92507,f3a11e94f1185be85ff2c8f3fcbafe1a0a55cc5cef71e1fcdda2470279bc145e,ffab5aae7750a254249970c4154d134d4754b2ad,1,single_mlp,719,0.021875,0.140625,0.49688151041666667,0.5017628205128205,0.0125,0.0,0.0,0.05625,5,0.812415599822998,1.0
bounded_validation,FEI,IoM-GRP,92531,independent_unseen_keys,40,0.025,92501,92507,f3a11e94f1185be85ff2c8f3fcbafe1a0a55cc5cef71e1fcdda2470279bc145e,ffab5aae7750a254249970c4154d134d4754b2ad,10,mean_mlp,701,0.025,0.109375,0.49751051682692315,0.512099358974359,0.0,0.0,0.0,0.075,9,1.324300765991211,1.0
bounded_validation,FEI,IoM-GRP,92531,independent_unseen_keys,40,0.025,92501,92507,f3a11e94f1185be85ff2c8f3fcbafe1a0a55cc5cef71e1fcdda2470279bc145e,ffab5aae7750a254249970c4154d134d4754b2ad,10,mean_mlp,709,0.028125,0.084375,0.5005098157051282,0.5126201923076923,0.0,0.0,0.0,0.08125,9,1.3082365989685059,1.0
bounded_validation,FEI,IoM-GRP,92531,independent_unseen_keys,40,0.025,92501,92507,f3a11e94f1185be85ff2c8f3fcbafe1a0a55cc5cef71e1fcdda2470279bc145e,ffab5aae7750a254249970c4154d134d4754b2ad,10,mean_mlp,719,0.025,0.1,0.49988131009615383,0.4999599358974359,0.00625,0.0,0.0,0.075,9,1.2911603450775146,1.0
bounded_validation,MOBIO,IoM-GRP,92543,independent_unseen_keys,30,0.03333333333333333,92501,92507,5932dc2c018049e2bc5f79bd7e6b2768ac7a7ac439b5f80ec149e040b535d3f3,ffab5aae7750a254249970c4154d134d4754b2ad,1,single_mlp,701,0.0375,0.19166666666666668,0.5083147749042146,0.5123563218390804,0.004166666666666667,0.0,0.004166666666666667,0.0875,4,0.6315174102783203,1.0
bounded_validation,MOBIO,IoM-GRP,92543,independent_unseen_keys,30,0.03333333333333333,92501,92507,5932dc2c018049e2bc5f79bd7e6b2768ac7a7ac439b5f80ec149e040b535d3f3,ffab5aae7750a254249970c4154d134d4754b2ad,1,single_mlp,709,0.016666666666666666,0.17083333333333334,0.49332136015325667,0.5040948275862069,0.0,0.0,0.0,0.04583333333333333,3,0.6081116199493408,1.0
bounded_validation,MOBIO,IoM-GRP,92543,independent_unseen_keys,30,0.03333333333333333,92501,92507,5932dc2c018049e2bc5f79bd7e6b2768ac7a7ac439b5f80ec149e040b535d3f3,ffab5aae7750a254249970c4154d134d4754b2ad,1,single_mlp,719,0.0125,0.16666666666666666,0.49410021551724137,0.4959051724137931,0.0,0.0,0.0,0.0375,4,0.6107661724090576,1.0
