stage,dataset,scheme,condition,test_identities,chance,key_seed,set_seed,config_sha256,git_commit,input_dimension,zero_rows,constant_columns,native_top1,native_auroc
pilot,SCface,IoM-GRP,random_key_pool_1,26,0.038461538461538464,91817,91819,58b01f364399a6c22253f4783b0b79df46d2b55847a32d12837c3e4638d77dad,69a93e4cbd35211d78d38da5331f55832256152e,4800,0,0,0.7628676470588235,0.9253629163062284
pilot,SCface,PolyProtect,random_key_pool_1,26,0.038461538461538464,91817,91819,d679d082e7028031d01768da548328b24e3ae9b4b8c0f9fe41f67dfe50485c4e,69a93e4cbd35211d78d38da5331f55832256152e,170,0,0,0.7775735294117647,0.9311921496539792
pilot,SCface,IoM-GRP,independent_unseen_keys,26,0.038461538461538464,91817,91819,1b172b0d7ffcc7989a353a48d3c5fb4c2cd348a8b931d7cc2ea1e8093de5e106,69a93e4cbd35211d78d38da5331f55832256152e,4800,0,0,0.04595588235294118,0.5110158277465398
pilot,SCface,PolyProtect,independent_unseen_keys,26,0.038461538461538464,91817,91819,e55f288ff0b85e7b69f9c773f6d32c69d79b1381be14ad95d15f94d1b241f6b9,69a93e4cbd35211d78d38da5331f55832256152e,170,0,0,0.10661764705882353,0.5074941879325259
pilot,SCface,IoM-GRP,random_key_pool_4,26,0.038461538461538464,91817,91819,7affe6ca35dde136d9b0bf9b1f1dd20d6bba85e7c6677c8043e20bea72efc0f3,69a93e4cbd35211d78d38da5331f55832256152e,4800,0,0,0.20588235294117646,0.5803784602076125
pilot,SCface,PolyProtect,random_key_pool_4,26,0.038461538461538464,91817,91819,6492de64a0603e163797b7031ab867d07b8c7b04e655e7ff0fde9a09e354178f,69a93e4cbd35211d78d38da5331f55832256152e,170,0,0,0.34558823529411764,0.667356455449827
pilot,SCface,IoM-GRP,random_key_pool_8,26,0.038461538461538464,91817,91819,f56ee6c5bc0f25f44af74320e4456dd1e50e72efe83a588916ed1730b42860be,69a93e4cbd35211d78d38da5331f55832256152e,4800,0,0,0.13970588235294118,0.5541627919550173
pilot,SCface,PolyProtect,random_key_pool_8,26,0.038461538461538464,91817,91819,ca5dcc9a84834dc8865221277c9c8e1308e58f95ceb429abb0805de444233c28,69a93e4cbd35211d78d38da5331f55832256152e,170,0,0,0.15808823529411764,0.5233877595155709
